CLASS,SMS
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive Â£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY Â£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
ham,Hmm .. Bits and pieces lol ... *sighs* ...
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... "
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,Ho ho - big belly laugh! See ya tomo
ham,Home so we can always chat
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,How long does applebees fucking take
ham,"How long has it been since you screamed, princess?"
ham,How many licks does it take to get to the center of a tootsie pop?
ham,How much r Ã¼ willing to pay?
ham,How would my ip address test that considering my computer isn't a minecraft server
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueÂ¡C C RingtoneÂ¡
ham,Huh so early.. Then Ã¼ having dinner outside izzit?
ham,Huh so late... Fr dinner?
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
ham,"Hurry up, I've been weed-deficient for like three days"
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,I accidentally deleted the message. Resend please.
ham,I am going to sao mu today. Will be done only at 12 
ham,I am great princess! What are you thinking about me? :)
ham,I am great! How are you?
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
ham,I am in office:)whats the matter..msg me now.i will call you at break:).
ham,"I am in tirupur da, once you started from office call me."
ham,"I am real, baby! I want to bring out your inner tigress..."
ham,I am taking half day leave bec i am not well
ham,I am waiting machan. Call me once you free.
ham,I asked you to call him now ok
ham,I borrow ur bag ok.
ham,"I call you later, don't have network. If urgnt, sms me."
ham,I called and said all to him:)then he have to choose this future.
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
ham,I cant pick the phone right now. Pls send a message
ham,I cant pick the phone right now. Pls send a message
ham,I come n pick Ã¼ up... Come out immediately aft ur lesson...
ham,I dled 3d its very imp
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,"I dont knw pa, i just drink milk.."
ham,"I don't think I can get away for a trek that long with family in town, sorry"
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
ham,I had askd u a question some hours before. Its answer
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,I have many dependents
ham,I have printed it oh. So  &lt;#&gt;  come upstairs
ham,I have to take exam with march 3
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
ham,I know that my friend already told that.
ham,I know you are. Can you pls open the back?
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
ham,I like to talk pa but am not able to. I dont know y.
ham,I like you peoples very much:) but am very shy pa.
ham,I love to give massages. I use lots of baby oil... What is your fave position?
ham,I luv u soo much u donÂ’t understand how special u r 2 me ring u 2morrow luv u xxx
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
ham,I only haf msn. It's yijue@hotmail.com
ham,I place all ur points on e cultures module already.
ham,I plane to give on this month end.
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
ham,I see a cup of coffee animation
ham,I see the letter B on my car
ham,i see. When we finish we have loads of loans to pay
ham,I sent you  &lt;#&gt;  bucks
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham,I think i've fixed it can you send a test message?
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec Â£1.50ea. OTBox 731 LA1 7WS. )"
ham,I wanted to ask Ã¼ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space
ham,I will spoil you in bed as well :)
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,I wont get concentration dear you know you are my mind and everything :-)
ham,Iâ€˜ll have a look at the frying pan in case itâ€˜s cheap or a book perhaps. No thatâ€˜s silly a frying pan isnâ€˜t likely to be a book
ham,Iâ€˜m going to try for 2 months ha ha only joking
ham,Iâ€˜m parked next to a MINI!!!! When are you coming in today do you think?
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,If we win its really no 1 side for long time.
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
ham,If you're not in my car in an hour and a half I'm going apeshit
ham,I'll be late...
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,I'll text you when I drop x off
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
ham,"I'm back, lemme know when you're ready"
ham,I'm going for bath will msg you next  &lt;#&gt;  min..
ham,I'm going out to buy mum's present ar.
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
ham,I'm home.
ham,"I'm in a meeting, call me later at"
ham,I'm leaving my house now...
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
ham,I'm really not up to it still tonight babe
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
ham,In work now. Going have in few min.
spam,INTERFLORA - Â“It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
ham,Is that seriously how you spell his name?
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
ham,Is xy going 4 e lunch?
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
ham,It took Mr owl 3 licks
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
ham,Its a part of checking IQ
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
ham,"It's fine, imma get a drink or somethin. Want me to come find you?"
ham,Its going good...no problem..but still need little experience to understand american customer voice...
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
ham,it's really getting me down just hanging around.
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
ham,"I've got  &lt;#&gt; , any way I could pick up?"
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Jay says that you're a double-faggot
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
ham,Jos ask if u wana meet up?
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
ham,Just got up. have to be out of the room very soon. â€¦. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
ham,Just sent it. So what type of food do you like?
ham,Just sleeping..and surfing
ham,Just sleeping..and surfing
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
ham,K I'll be there before 4.
ham,K tell me anything about you.
ham,"K, can I pick up another 8th when you're done?"
ham,"K, I might come by tonight then if my class lets out early"
ham,"K, text me when you're on the way"
ham,K. Did you call me just now ah? 
ham,K..i deleted my contact that why?
ham,K..k:)how much does it cost?
ham,K..k:)where are you?how did you performed?
ham,K..u also dont msg or reply to his msg..
ham,K.k:)advance happy pongal.
ham,K.k:)apo k.good movie.
ham,K.k:)when are you going?
ham,K:)k:)good:)study well.
ham,K:)k:)what are detail you want to transfer?acc no enough?
ham,Kallis wont bat in 2nd innings.
ham,"Kate jackson rec center before 7ish, right?"
ham,Keep my payasam there if rinu brings
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a Â£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopÂ£1.50/week
spam,Last chance 2 claim ur Â£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. Â£3.00 Sub. 16 . Remove txt X or STOP
spam,"Last Chance! Claim ur Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Sub. 16"
spam,"Last Chance! Claim ur Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Sub. 16"
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
spam,"Latest Nokia Mobile or iPOD MP3 Player +Â£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.Â£1,50/Mtmsgrcvd18+"
ham,Leave it de:-). Start Prepare for next:-)..
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
ham,Let me know when you've got the money so carlos can make the call
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
spam,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
spam,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
spam,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
ham,LOL ... Have you made plans for new years?
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
ham,Lol no. U can trust me.
ham,Lol ok your forgiven :)
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,Lol your always so convincing.
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
ham,Lolnice. I went from a fish to ..water.?
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONÂ’T LIKE ME LIKE THAT SO DONÂ’T WORRY."
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
ham,Love you aathi..love u lot..
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
spam,Marvel Mobile Play the official Ultimate Spider-man game (Â£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
ham,"Maybe westshore or hyde park village, the place near my house?"
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
ham,Me n him so funny...
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
ham,Meet after lunch la...
ham,meet you in corporation st outside gap â€¦ you can see how my mind is working!
ham,Men like shorter ladies. Gaze up into his eyes.
ham,"Merry Christmas to you too babe, i love ya *kisses*"
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. Â£1.50 increments. Help08718728876"
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. Â£1.50 increments. Help08718728876"
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
spam,Missed call alert. These numbers called but left no message. 07008009200
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham,Mm that time you dont like fun
ham,Mmm so yummy babe ... Nice jolt to the suzy
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
spam,Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP
spam,Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP Arrow
spam,Money i have won wining number 946 wot do i do next
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over Â£1million to give away ! ppt150x3+normal text rate box403 w1t1jy
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AÂ£1.50 minAPN LS278BB
ham,Morning only i can ok.
ham,Mum ask Ã¼ to buy food home...
ham,my ex-wife was not able to have kids. Do you want kids one day?
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
ham,My sister cleared two round in birla soft yesterday.
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
ham,"Nah can't help you there, I've never had an iphone"
ham,"Nah I don't think he goes to usf, he lives around here though"
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,Need a coffee run tomo?Can't believe it's that time of week already
spam,network operator. The service is free. For T & C's visit 80488.biz
ham,Neva mind it's ok..
ham,New car and house for my parents.:)i have only new job in hand:)
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY Â£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,No calls..messages..missed calls
ham,No calls..messages..missed calls
ham,No da if you run that it activate the full version da.
ham,No he didn't. Spring is coming early yay!
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
ham,No no. I will check all rooms befor activities
ham,No objection. My bf not coming.
ham,No prob. I will send to your email.
ham,No problem. How are you doing?
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,No..jst change tat only..
ham,None of that's happening til you get here though
ham,Nope i waiting in sch 4 daddy... 
ham,Nope... Think i will go for it on monday... Sorry i replied so late
ham,Not getting anywhere with this damn job hunting over here!
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
ham,"Not really dude, have no friends i'm afraid :("
ham,"Not sure yet, still trying to get a hold of him"
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
ham,Oh is it? Send me the address
ham,Oh k...i'm watching here:)
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg Â£1.50"
ham,Oh ok no prob..
ham,Oh that was a forwarded message. I thought you send that to me
ham,Oic... I saw him too but i tot he din c me... I found a group liao...
ham,Ok anyway no need to change with what you said
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
ham,Ok i am on the way to home hi hi
ham,Ok i am on the way to railway
ham,Ok i msg u b4 i leave my house.
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
ham,Ok I'm gonna head up to usf in like fifteen minutes
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
ham,Ok lar... Joking wif u oni...
ham,Ok no prob. Take ur time.
ham,Ok that's great thanx a lot.
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
ham,ok. I am a gentleman and will treat you with dignity and respect.
ham,Ok. I asked for money how far
ham,Ok. She'll be ok. I guess
ham,Ok. There may be a free gym about.
ham,Ok..
ham,Ok... Ur typical reply...
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
ham,Okie...
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
ham,On the road so cant txt
ham,One small prestige problem now.
ham,Oooh bed ridden ey? What are YOU thinking of?
ham,"Oops, I'll let you know when my roommate's done"
ham,Oops. 4 got that bit.
ham,Or ill be a little closer like at the bus stop on the same street
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
